gid	species	contig_ct	vps-I_VIG_ct	vps-II_VIG_ct	rbm_genes
GCA_006372855	Vibrio parahaemolyticus	160	0	4	
GCA_006372865	Vibrio parahaemolyticus	892	0	0	
GCA_006372885	Vibrio parahaemolyticus	72	3	4	
GCA_006372905	Vibrio parahaemolyticus	100	3	4	
GCA_006372915	Vibrio parahaemolyticus	297	0	4	
GCA_006372925	Vibrio parahaemolyticus	327	0	4	
GCA_006372945	Vibrio parahaemolyticus	166	0	4	
GCA_006372965	Vibrio parahaemolyticus	93	0	4	
GCA_006373015	Vibrio parahaemolyticus	755	0	0	
GCA_006373025	Vibrio parahaemolyticus	775	0	4	
GCA_006373035	Vibrio parahaemolyticus	567	0	4	
GCA_006373045	Vibrio parahaemolyticus	219	3	4	
GCA_006373055	Vibrio parahaemolyticus	919	0	4	
GCA_006373095	Vibrio parahaemolyticus	219	0	4	
GCA_006373115	Vibrio parahaemolyticus	87	0	4	
GCA_006373155	Vibrio parahaemolyticus	87	3	4	
GCA_006373175	Vibrio parahaemolyticus	80	0	4	
GCA_006373185	Vibrio parahaemolyticus	121	0	4	
GCA_006373195	Vibrio parahaemolyticus	555	0	4	
GCA_006373225	Vibrio parahaemolyticus	143	0	4	
GCA_006373235	Vibrio parahaemolyticus	232	0	4	
GCA_006373265	Vibrio parahaemolyticus	151	0	4	
GCA_006373285	Vibrio parahaemolyticus	92	3	4	
GCA_006373315	Vibrio parahaemolyticus	188	0	4	
GCA_006373325	Vibrio parahaemolyticus	613	0	4	
GCA_006373345	Vibrio parahaemolyticus	96	0	4	
GCA_006373365	Vibrio parahaemolyticus	802	0	4	
GCA_006373375	Vibrio parahaemolyticus	324	0	4	
GCA_006373385	Vibrio parahaemolyticus	149	0	4	
GCA_006373395	Vibrio parahaemolyticus	217	0	4	
GCA_006373455	Vibrio parahaemolyticus	171	0	4	
GCA_006373465	Vibrio parahaemolyticus	114	3	4	
GCA_006373495	Vibrio parahaemolyticus	188	0	4	
GCA_006373505	Vibrio parahaemolyticus	78	0	4	
GCA_006373515	Vibrio parahaemolyticus	630	0	4	
GCA_006373545	Vibrio parahaemolyticus	140	0	4	
GCA_006373555	Vibrio parahaemolyticus	153	0	4	
GCA_006373585	Vibrio parahaemolyticus	92	0	4	
GCA_006373615	Vibrio parahaemolyticus	1369	0	4	
GCA_006373625	Vibrio parahaemolyticus	196	0	4	
GCA_006373635	Vibrio parahaemolyticus	79	0	4	
GCA_006373645	Vibrio parahaemolyticus	180	0	4	
GCA_006373675	Vibrio parahaemolyticus	190	0	4	
GCA_006373705	Vibrio parahaemolyticus	88	0	4	
GCA_006373715	Vibrio parahaemolyticus	139	0	4	
GCA_006373735	Vibrio parahaemolyticus	184	0	4	
GCA_006373775	Vibrio parahaemolyticus	138	0	4	
GCA_006373785	Vibrio parahaemolyticus	131	0	4	
GCA_006373815	Vibrio parahaemolyticus	79	0	4	
GCA_006373825	Vibrio parahaemolyticus	528	0	4	
GCA_006373845	Vibrio parahaemolyticus	83	0	4	
GCA_006373875	Vibrio parahaemolyticus	94	0	4	
GCA_006373885	Vibrio parahaemolyticus	285	0	4	
GCA_006373905	Vibrio parahaemolyticus	149	0	4	
GCA_006373935	Vibrio parahaemolyticus	251	0	4	
GCA_006373945	Vibrio parahaemolyticus	81	0	4	
GCA_006373955	Vibrio parahaemolyticus	138	0	4	
GCA_006373975	Vibrio parahaemolyticus	170	0	4	
GCA_006373995	Vibrio parahaemolyticus	157	0	4	
GCA_006374035	Vibrio parahaemolyticus	698	0	0	
GCA_006374045	Vibrio parahaemolyticus	75	3	4	
GCA_006374055	Vibrio parahaemolyticus	799	0	0	
GCA_006374075	Vibrio parahaemolyticus	161	0	4	
GCA_006374095	Vibrio parahaemolyticus	119	0	4	
GCA_006374125	Vibrio parahaemolyticus	488	0	4	
GCA_006374135	Vibrio parahaemolyticus	311	0	4	
GCA_006374155	Vibrio parahaemolyticus	105	0	4	
GCA_006374185	Vibrio parahaemolyticus	115	0	4	
GCA_006374215	Vibrio parahaemolyticus	450	0	4	
GCA_006374225	Vibrio parahaemolyticus	78	3	4	
GCA_006374245	Vibrio parahaemolyticus	115	0	4	
GCA_006374255	Vibrio parahaemolyticus	406	0	4	
GCA_006374285	Vibrio parahaemolyticus	188	0	4	
GCA_006374305	Vibrio parahaemolyticus	98	0	4	
GCA_006374335	Vibrio parahaemolyticus	241	0	4	
GCA_006374345	Vibrio parahaemolyticus	198	0	4	
GCA_006374355	Vibrio parahaemolyticus	592	0	4	
GCA_006374375	Vibrio parahaemolyticus	864	0	4	
GCA_006374395	Vibrio parahaemolyticus	602	0	4	
GCA_006374405	Vibrio parahaemolyticus	1298	0	0	
GCA_006374415	Vibrio parahaemolyticus	715	0	0	
GCA_006374465	Vibrio parahaemolyticus	1010	0	0	
GCA_006374495	Vibrio parahaemolyticus	1000	0	0	
GCA_006374505	Vibrio parahaemolyticus	197	0	4	
GCA_006374545	Vibrio parahaemolyticus	122	0	4	
GCA_006374555	Vibrio parahaemolyticus	1113	0	0	
GCA_006374585	Vibrio parahaemolyticus	425	0	4	
GCA_006374595	Vibrio parahaemolyticus	384	0	4	
GCA_006374605	Vibrio parahaemolyticus	151	0	4	
GCA_006374635	Vibrio parahaemolyticus	564	0	4	
GCA_006374665	Vibrio parahaemolyticus	126	0	4	
GCA_006374675	Vibrio parahaemolyticus	141	0	4	
GCA_006374695	Vibrio parahaemolyticus	351	0	4	
GCA_006374735	Vibrio parahaemolyticus	533	0	4	
GCA_006374745	Vibrio parahaemolyticus	125	3	4	
GCA_006374755	Vibrio parahaemolyticus	690	0	0	
GCA_006374775	Vibrio parahaemolyticus	171	0	4	
GCA_006374805	Vibrio parahaemolyticus	135	0	4	
GCA_006374815	Vibrio parahaemolyticus	348	0	4	
GCA_006374845	Vibrio parahaemolyticus	744	0	4	
GCA_006374865	Vibrio parahaemolyticus	898	0	4	
GCA_006374875	Vibrio parahaemolyticus	156	0	4	
GCA_006374895	Vibrio parahaemolyticus	598	0	4	
GCA_006374915	Vibrio parahaemolyticus	204	2	4	
GCA_006374925	Vibrio parahaemolyticus	463	0	4	
GCA_006374955	Vibrio parahaemolyticus	227	0	4	
GCA_006374995	Vibrio parahaemolyticus	278	0	4	
GCA_006375005	Vibrio parahaemolyticus	359	0	4	
GCA_006375025	Vibrio parahaemolyticus	1555	0	0	
GCA_006375035	Vibrio parahaemolyticus	307	0	4	
GCA_006375045	Vibrio parahaemolyticus	1428	0	4	
GCA_006375075	Vibrio parahaemolyticus	252	0	4	
GCA_006375115	Vibrio parahaemolyticus	507	0	4	
GCA_006375125	Vibrio parahaemolyticus	160	0	4	
GCA_006375135	Vibrio parahaemolyticus	1169	0	0	
GCA_006375165	Vibrio parahaemolyticus	244	0	4	
GCA_006375175	Vibrio parahaemolyticus	1188	0	0	
GCA_006375195	Vibrio parahaemolyticus	1076	0	0	
GCA_006375205	Vibrio parahaemolyticus	1852	0	0	
GCA_006375215	Vibrio parahaemolyticus	1391	0	0	
GCA_006375275	Vibrio parahaemolyticus	331	0	4	
GCA_006375285	Vibrio parahaemolyticus	323	0	4	
GCA_006375315	Vibrio parahaemolyticus	869	0	4	
GCA_006375325	Vibrio parahaemolyticus	1320	0	0	
GCA_006375335	Vibrio parahaemolyticus	260	0	4	
GCA_006375345	Vibrio parahaemolyticus	366	0	4	
GCA_006375385	Vibrio parahaemolyticus	1116	0	0	
GCA_006375395	Vibrio parahaemolyticus	1577	0	0	
GCA_006375405	Vibrio parahaemolyticus	171	0	4	
GCA_006375445	Vibrio parahaemolyticus	832	0	0	
GCA_006375455	Vibrio parahaemolyticus	1397	0	0	
GCA_006375495	Vibrio parahaemolyticus	833	0	0	
GCA_006375515	Vibrio parahaemolyticus	989	0	0	
GCA_006375525	Vibrio parahaemolyticus	1172	0	4	
GCA_006375555	Vibrio parahaemolyticus	962	0	0	
GCA_006375565	Vibrio parahaemolyticus	83	3	4	
GCA_006376705	Vibrio parahaemolyticus	940	0	0	
GCA_006376745	Vibrio parahaemolyticus	1287	0	0	
GCA_006376755	Vibrio parahaemolyticus	545	0	4	
GCA_006376765	Vibrio parahaemolyticus	617	0	4	
GCA_006376775	Vibrio parahaemolyticus	119	0	4	
GCA_006376815	Vibrio parahaemolyticus	1868	0	0	
GCA_006376835	Vibrio parahaemolyticus	339	0	4	
GCA_006376855	Vibrio parahaemolyticus	1384	0	0	
GCA_006376875	Vibrio parahaemolyticus	159	0	4	
GCA_006376895	Vibrio parahaemolyticus	706	0	4	
GCA_006376905	Vibrio parahaemolyticus	771	0	0	
GCA_006376915	Vibrio parahaemolyticus	214	0	4	
GCA_006376975	Vibrio parahaemolyticus	760	0	0	rbmD
GCA_006376985	Vibrio parahaemolyticus	342	0	4	
GCA_006376995	Vibrio parahaemolyticus	204	0	4	
GCA_006377005	Vibrio parahaemolyticus	189	0	4	
GCA_006377025	Vibrio parahaemolyticus	538	0	4	
GCA_006377075	Vibrio parahaemolyticus	679	0	4	
GCA_006377085	Vibrio parahaemolyticus	87	3	4	
GCA_006377095	Vibrio parahaemolyticus	748	0	4	
GCA_006377105	Vibrio parahaemolyticus	218	3	4	
GCA_006377115	Vibrio parahaemolyticus	512	0	4	
GCA_006377145	Vibrio parahaemolyticus	249	0	4	
GCA_006377195	Vibrio parahaemolyticus	82	3	4	
GCA_006377205	Vibrio parahaemolyticus	278	0	4	
GCA_006377225	Vibrio parahaemolyticus	460	0	4	
GCA_006377265	Vibrio parahaemolyticus	170	0	4	
GCA_006377285	Vibrio parahaemolyticus	348	0	4	
GCA_006377295	Vibrio parahaemolyticus	110	3	4	
GCA_006377305	Vibrio parahaemolyticus	759	0	0	
GCA_006377345	Vibrio parahaemolyticus	371	0	4	
GCA_006377375	Vibrio parahaemolyticus	842	0	0	
GCA_006377385	Vibrio parahaemolyticus	970	0	0	
GCA_006377395	Vibrio parahaemolyticus	154	0	4	
GCA_006377405	Vibrio parahaemolyticus	192	0	4	
GCA_006377445	Vibrio parahaemolyticus	278	0	4	
GCA_006377455	Vibrio parahaemolyticus	456	0	0	
GCA_006377475	Vibrio parahaemolyticus	295	0	4	
GCA_006377495	Vibrio parahaemolyticus	129	3	4	
GCA_006377535	Vibrio parahaemolyticus	77	0	4	
GCA_006377545	Vibrio parahaemolyticus	590	0	4	
GCA_006377565	Vibrio parahaemolyticus	628	0	0	
GCA_006377575	Vibrio parahaemolyticus	187	0	4	
GCA_006378615	Vibrio parahaemolyticus	185	0	4	
GCA_006378635	Vibrio parahaemolyticus	460	0	4	
GCA_006378655	Vibrio parahaemolyticus	767	0	0	
GCA_006378675	Vibrio parahaemolyticus	123	0	4	
GCA_006378705	Vibrio parahaemolyticus	117	0	4	
GCA_006378715	Vibrio parahaemolyticus	100	0	4	
GCA_006378735	Vibrio parahaemolyticus	113	0	4	
GCA_006378765	Vibrio parahaemolyticus	420	0	4	
GCA_006378785	Vibrio parahaemolyticus	147	0	4	
GCA_006378795	Vibrio parahaemolyticus	1221	0	0	
GCA_006378805	Vibrio parahaemolyticus	190	0	4	
GCA_006378835	Vibrio parahaemolyticus	598	0	4	
GCA_006378855	Vibrio parahaemolyticus	91	0	4	
GCA_006378865	Vibrio parahaemolyticus	102	3	4	
GCA_006378875	Vibrio parahaemolyticus	230	0	4	
GCA_006378935	Vibrio parahaemolyticus	92	0	4	
GCA_006378945	Vibrio parahaemolyticus	362	0	4	
GCA_006378955	Vibrio parahaemolyticus	173	0	4	
GCA_006378975	Vibrio parahaemolyticus	347	0	4	
GCA_006378995	Vibrio parahaemolyticus	453	0	4	
GCA_006379005	Vibrio parahaemolyticus	101	0	4	
GCA_006381675	Vibrio parahaemolyticus	1318	0	0	
GCA_006381695	Vibrio parahaemolyticus	268	0	4	
GCA_006381955	Vibrio fluvialis	58	0	4	
GCA_006382625	Vibrio parahaemolyticus	44	0	4	
GCA_006382635	Vibrio parahaemolyticus	27	0	4	
GCA_006382645	Vibrio parahaemolyticus	49	0	4	
GCA_006382695	Vibrio parahaemolyticus	25	0	4	
GCA_006382705	Vibrio parahaemolyticus	27	0	4	
GCA_006382735	Vibrio parahaemolyticus	25	0	4	
GCA_006382755	Vibrio parahaemolyticus	24	0	4	
GCA_006382765	Vibrio parahaemolyticus	24	0	4	
GCA_006382785	Vibrio parahaemolyticus	23	0	4	
GCA_006382805	Vibrio parahaemolyticus	25	0	4	
GCA_006382825	Vibrio parahaemolyticus	23	0	4	
GCA_006382855	Vibrio parahaemolyticus	35	0	4	
GCA_006382865	Vibrio parahaemolyticus	52	0	4	
GCA_006382885	Vibrio parahaemolyticus	28	0	4	
GCA_006382895	Vibrio parahaemolyticus	59	0	4	
GCA_006382925	Vibrio parahaemolyticus	60	0	4	
GCA_006382955	Vibrio parahaemolyticus	55	0	4	
GCA_006382965	Vibrio parahaemolyticus	24	0	4	
GCA_006382975	Vibrio parahaemolyticus	33	0	4	
GCA_006383155	Vibrio parahaemolyticus	22	0	4	
GCA_006383165	Vibrio parahaemolyticus	25	0	4	
GCA_006383215	Vibrio parahaemolyticus	48	2	4	
GCA_006383225	Vibrio parahaemolyticus	33	0	4	
GCA_006383245	Vibrio parahaemolyticus	33	0	4	
GCA_006383265	Vibrio parahaemolyticus	19	0	4	
GCA_006383285	Vibrio parahaemolyticus	30	0	4	
GCA_006383315	Vibrio parahaemolyticus	31	0	4	
GCA_006383325	Vibrio parahaemolyticus	35	0	4	
GCA_006383335	Vibrio parahaemolyticus	37	0	4	
GCA_006383355	Vibrio parahaemolyticus	37	0	4	
GCA_006383385	Vibrio parahaemolyticus	55	0	4	
GCA_006383415	Vibrio parahaemolyticus	29	0	4	
GCA_006383425	Vibrio parahaemolyticus	37	0	4	
GCA_006383435	Vibrio parahaemolyticus	29	0	4	
GCA_006383445	Vibrio parahaemolyticus	32	0	4	
GCA_006383455	Vibrio parahaemolyticus	29	0	4	
GCA_006517795	Vibrio parahaemolyticus	2	0	4	
GCA_006538425	Vibrio harveyi	143	3	4	
GCA_006538565	Vibrio comitans	38	0	2	
GCA_006715545	Vibrio crassostreae	19	0	4	
GCA_006716015	Vibrio crassostreae	22	0	0	
GCA_007050325	Vibrio fluvialis	62	0	4	
GCA_007050345	Vibrio fluvialis	101	0	4	
GCA_007050385	Vibrio furnissii	65	0	4	
GCA_007129305	Vibrio metschnikovii	347	0	0	
GCA_007182835	Vibrio rotiferianus	3	0	4	
GCA_007623795	Vibrio algivorus	123	0	4	rbmD
GCA_007786255	Vibrio echinoideorum	68	1	1	rbmD
GCA_007786305	Vibrio echinoideorum	82	0	0	rbmD
GCA_007828555	Vibrio crassostreae	42	0	0	
GCA_007828565	Vibrio crassostreae	35	0	4	
GCA_007828795	Vibrio crassostreae	35	0	0	
GCA_007828805	Vibrio crassostreae	33	0	4	
GCA_007858805	Vibrio cyclitrophicus	113	0	0	
GCA_007858815	Vibrio kanaloae	190	0	0	
GCA_007858825	Vibrio cyclitrophicus	235	0	0	
GCA_007858835	Vibrio cyclitrophicus	318	0	0	
GCA_007858895	Vibrio cyclitrophicus	450	0	0	
GCA_007858905	Vibrio crassostreae	399	0	4	
GCA_007858915	Vibrio splendidus	257	0	0	
GCA_007858925	Vibrio kanaloae	152	0	0	
GCA_008039155	Vibrio parahaemolyticus	65	0	4	
GCA_008039175	Vibrio parahaemolyticus	77	0	4	
GCA_008039215	Vibrio parahaemolyticus	72	0	4	
GCA_008039225	Vibrio parahaemolyticus	72	0	4	
GCA_008039245	Vibrio parahaemolyticus	88	0	4	
GCA_008039275	Vibrio parahaemolyticus	76	0	4	
GCA_008039285	Vibrio parahaemolyticus	67	0	4	
GCA_008039295	Vibrio parahaemolyticus	82	0	4	
GCA_008039325	Vibrio parahaemolyticus	76	0	4	
GCA_008039345	Vibrio parahaemolyticus	71	0	4	
GCA_008039365	Vibrio parahaemolyticus	75	0	4	
GCA_008039385	Vibrio parahaemolyticus	80	0	4	
GCA_008039855	Vibrio parahaemolyticus	85	0	4	
GCA_008039905	Vibrio parahaemolyticus	72	0	4	
GCA_008271565	Vibrio alginolyticus	67	0	4	
GCA_008271735	Vibrio parahaemolyticus	57	0	4	
GCA_008271865	Vibrio parahaemolyticus	62	0	4	
GCA_008692745	Vibrio gigantis	51	0	0	
GCA_008693625	Vibrio parahaemolyticus	2	0	4	
GCA_008693685	Vibrio vulnificus	2	0	4	
GCA_008693745	Vibrio parahaemolyticus	2	0	4	
GCA_008756925	Vibrio fortis_A	11	0	0	
GCA_008756975	Vibrio fortis_A	7	1	2	
GCA_008757025	Vibrio diabolicus	5	0	4	
GCA_008801285	Vibrio kanaloae	73	2	1	
GCA_008801295	Vibrio chagasii	194	2	1	
GCA_008830195	Vibrio panuliri	9	1	3	rbmD,rbmEF
GCA_008921745	Vibrio alginolyticus	9	0	4	
GCA_009184745	Vibrio harveyi	2	0	4	
GCA_009193065	Vibrio parahaemolyticus	44	0	4	
GCA_009361695	Vibrio diabolicus	50	0	4	
GCA_009363355	Vibrio fortis_A	6	2	1	
GCA_009372095	Vibrio halioticoli	46	2	2	
GCA_009389755	Vibrio parahaemolyticus	134	0	4	
GCA_009389765	Vibrio parahaemolyticus	174	0	4	
GCA_009389775	Vibrio parahaemolyticus	155	0	4	
GCA_009389785	Vibrio parahaemolyticus	153	0	4	
GCA_009389805	Vibrio parahaemolyticus	149	0	4	
GCA_009389855	Vibrio parahaemolyticus	171	0	4	
GCA_009389865	Vibrio parahaemolyticus	130	0	4	
GCA_009389895	Vibrio parahaemolyticus	189	0	4	
GCA_009389905	Vibrio parahaemolyticus	120	0	4	
GCA_009389915	Vibrio parahaemolyticus	213	0	4	
GCA_009389955	Vibrio parahaemolyticus	196	0	4	
GCA_009389965	Vibrio parahaemolyticus	153	0	4	
GCA_009389975	Vibrio parahaemolyticus	122	0	4	
GCA_009390005	Vibrio parahaemolyticus	162	0	4	
GCA_009390025	Vibrio parahaemolyticus	195	0	4	
GCA_009390055	Vibrio parahaemolyticus	179	0	4	
GCA_009390065	Vibrio parahaemolyticus	149	0	4	
GCA_009390095	Vibrio parahaemolyticus	172	0	4	
GCA_009390105	Vibrio parahaemolyticus	213	0	4	
GCA_009390115	Vibrio parahaemolyticus	217	0	4	
GCA_009390155	Vibrio parahaemolyticus	374	0	4	
GCA_009390165	Vibrio parahaemolyticus	141	0	4	
GCA_009390195	Vibrio parahaemolyticus	127	0	4	
GCA_009390205	Vibrio parahaemolyticus	160	0	4	
GCA_009390215	Vibrio parahaemolyticus	130	0	4	
GCA_009390255	Vibrio parahaemolyticus	195	0	4	
GCA_009390265	Vibrio parahaemolyticus	148	0	4	
GCA_009390295	Vibrio parahaemolyticus	110	0	4	
GCA_009390305	Vibrio parahaemolyticus	114	0	4	
GCA_009390325	Vibrio parahaemolyticus	120	0	4	
GCA_009390355	Vibrio parahaemolyticus	116	0	4	
GCA_009390375	Vibrio parahaemolyticus	196	0	4	
GCA_009390385	Vibrio parahaemolyticus	145	0	4	
GCA_009390395	Vibrio parahaemolyticus	148	0	4	
GCA_009390415	Vibrio parahaemolyticus	154	0	4	
GCA_009390455	Vibrio parahaemolyticus	73	0	4	
GCA_009390465	Vibrio parahaemolyticus	88	0	4	
GCA_009390495	Vibrio parahaemolyticus	87	0	4	
GCA_009390505	Vibrio parahaemolyticus	103	0	4	
GCA_009390515	Vibrio parahaemolyticus	94	0	4	
GCA_009390555	Vibrio parahaemolyticus	67	0	4	
GCA_009390565	Vibrio parahaemolyticus	77	0	4	
GCA_009390595	Vibrio parahaemolyticus	62	0	4	
GCA_009390605	Vibrio parahaemolyticus	80	0	4	
GCA_009390615	Vibrio parahaemolyticus	79	0	4	
GCA_009390655	Vibrio parahaemolyticus	88	0	4	
GCA_009390675	Vibrio parahaemolyticus	96	0	4	
GCA_009390695	Vibrio parahaemolyticus	94	0	4	
GCA_009390705	Vibrio parahaemolyticus	77	0	4	
GCA_009390725	Vibrio parahaemolyticus	83	0	4	
GCA_009390755	Vibrio parahaemolyticus	65	0	4	
GCA_009390765	Vibrio parahaemolyticus	90	0	4	
GCA_009390795	Vibrio parahaemolyticus	79	0	4	
GCA_009390805	Vibrio parahaemolyticus	66	0	4	
GCA_009390825	Vibrio parahaemolyticus	74	0	4	
GCA_009390855	Vibrio parahaemolyticus	92	0	4	
GCA_009390865	Vibrio parahaemolyticus	262	0	4	
GCA_009390895	Vibrio parahaemolyticus	89	0	4	
GCA_009390915	Vibrio parahaemolyticus	70	0	4	
GCA_009390925	Vibrio parahaemolyticus	141	0	4	
GCA_009390945	Vibrio parahaemolyticus	143	0	4	
GCA_009390965	Vibrio parahaemolyticus	136	0	4	
GCA_009390985	Vibrio parahaemolyticus	167	0	4	
GCA_009391015	Vibrio parahaemolyticus	108	0	4	
GCA_009391035	Vibrio parahaemolyticus	139	0	4	
GCA_009391045	Vibrio parahaemolyticus	108	0	4	
GCA_009391075	Vibrio parahaemolyticus	66	0	4	
GCA_009391085	Vibrio parahaemolyticus	95	0	4	
GCA_009391115	Vibrio parahaemolyticus	158	0	4	
GCA_009391125	Vibrio parahaemolyticus	188	0	4	
GCA_009391145	Vibrio parahaemolyticus	74	0	4	
GCA_009391175	Vibrio parahaemolyticus	165	0	4	
GCA_009496475	Vibrio parahaemolyticus	113	0	4	
GCA_009601765	Vibrio algicola	3	1	4	
GCA_009645245	Vibrio parahaemolyticus	110	0	4	
GCA_009645315	Vibrio parahaemolyticus	111	0	4	
GCA_009647345	Vibrio parahaemolyticus	108	0	4	
GCA_009647695	Vibrio parahaemolyticus	130	0	4	
GCA_009647705	Vibrio parahaemolyticus	67	0	4	
GCA_009647755	Vibrio parahaemolyticus	80	0	4	
GCA_009649015	Vibrio parahaemolyticus	2	0	4	
GCA_009665215	Vibrio navarrensis	2	0	0	
GCA_009665235	Vibrio metschnikovii	2	0	0	
GCA_009665315	Vibrio harveyi	2	0	4	
GCA_009665335	Vibrio furnissii	3	0	4	
GCA_009665355	Vibrio fluvialis	2	0	4	
GCA_009665395	Vibrio cincinnatiensis	2	0	4	
GCA_009665415	Vibrio cidicii	4	1	2	
GCA_009665435	Vibrio alginolyticus	2	0	4	
GCA_009665455	Vibrio vulnificus	2	1	4	
GCA_009665475	Vibrio vulnificus	2	0	4	
GCA_009665495	Vibrio parahaemolyticus	2	0	4	
GCA_009734325	Vibrio parahaemolyticus	4	0	4	
GCA_009738005	Vibrio parahaemolyticus	106	0	4	
GCA_009738025	Vibrio parahaemolyticus	63	0	4	
GCA_009758215	Vibrio vulnificus	87	0	4	
GCA_009762875	Vibrio alginolyticus	2	0	3	
GCA_009763005	Vibrio fluvialis	2	0	3	
GCA_009763025	Vibrio parahaemolyticus	2	0	4	
GCA_009763085	Vibrio alginolyticus	4	0	4	
GCA_009763165	Vibrio parahaemolyticus	2	0	4	
GCA_009763185	Vibrio fluvialis	2	0	4	
GCA_009763225	Vibrio furnissii	2	0	4	rbmD
GCA_009763305	Vibrio vulnificus	2	2	4	rbmD
GCA_009763345	Vibrio furnissii	2	0	4	
GCA_009763405	Vibrio parahaemolyticus	2	0	4	
GCA_009763425	Vibrio parahaemolyticus	2	0	4	
GCA_009763445	Vibrio parahaemolyticus	2	0	4	
GCA_009763465	Vibrio fluvialis	2	0	4	
GCA_009763485	Vibrio cincinnatiensis	2	0	4	
GCA_009763505	Vibrio parahaemolyticus	2	0	4	
GCA_009763525	Vibrio parahaemolyticus	2	0	4	
GCA_009763545	Vibrio parahaemolyticus	2	0	4	
GCA_009763565	Vibrio parahaemolyticus	2	2	4	
GCA_009763605	Vibrio parahaemolyticus	2	0	4	
GCA_009763625	Vibrio parahaemolyticus	2	0	4	
GCA_009763645	Vibrio parahaemolyticus	2	0	4	
GCA_009763685	Vibrio fluvialis	2	0	4	
GCA_009763705	Vibrio cincinnatiensis	2	0	4	
GCA_009763725	Vibrio navarrensis	2	2	2	
GCA_009763745	Vibrio alginolyticus	3	0	4	
GCA_009763765	Vibrio metschnikovii	2	0	0	
GCA_009763785	Vibrio fluvialis	2	0	4	
GCA_009763805	Vibrio cidicii	2	0	0	
GCA_009763845	Vibrio alginolyticus	3	0	4	
GCA_009763885	Vibrio cincinnatiensis	2	0	4	
GCA_009763925	Vibrio metschnikovii	2	0	0	
GCA_009764055	Vibrio parahaemolyticus	3	0	4	
GCA_009764075	Vibrio parahaemolyticus	2	0	4	
GCA_009764095	Vibrio vulnificus	2	2	4	
GCA_009764115	Vibrio vulnificus	2	1	4	
GCA_009764175	Vibrio furnissii	2	0	4	
GCA_009764195	Vibrio fluvialis	3	0	4	
GCA_009764215	Vibrio fluvialis	2	0	4	
GCA_009859285	Vibrio parahaemolyticus	4	0	4	
GCA_009859305	Vibrio parahaemolyticus	4	0	4	
GCA_009859325	Vibrio parahaemolyticus	3	0	4	
GCA_009859345	Vibrio parahaemolyticus	5	0	4	
GCA_009859365	Vibrio parahaemolyticus	5	0	4	
GCA_009859385	Vibrio parahaemolyticus	3	0	4	
GCA_009859405	Vibrio parahaemolyticus	3	0	4	
GCA_009883815	Vibrio parahaemolyticus	4	0	4	
GCA_009883835	Vibrio parahaemolyticus	5	0	4	
GCA_009883855	Vibrio parahaemolyticus	4	0	4	
GCA_009883875	Vibrio parahaemolyticus	7	0	4	
GCA_009883895	Vibrio parahaemolyticus	4	0	4	
GCA_009904695	Vibrio metschnikovii	323	0	0	
GCA_009904715	Vibrio alginolyticus	688	0	0	
GCA_009904725	Vibrio diabolicus	494	0	4	
GCA_009904765	Vibrio proteolyticus	417	0	4	
GCA_009904795	Vibrio metschnikovii	164	0	0	
GCA_009904805	Vibrio proteolyticus	382	0	4	
GCA_009904835	Vibrio metschnikovii	179	0	0	
GCA_009904845	Vibrio proteolyticus	111	0	4	
GCA_009904855	Vibrio proteolyticus	253	0	4	
GCA_009904895	Vibrio metschnikovii	75	0	0	
GCA_009904945	Vibrio metschnikovii	88	0	0	
GCA_009906085	Vibrio toranzoniae	145	2	1	
GCA_009906155	Vibrio toranzoniae	108	0	0	
GCA_009906175	Vibrio toranzoniae	277	0	0	
GCA_009906185	Vibrio toranzoniae	269	0	0	
GCA_009906235	Vibrio toranzoniae	116	0	0	
GCA_009936575	Vibrio parahaemolyticus	135	0	4	
GCA_009936605	Vibrio parahaemolyticus	460	0	4	
GCA_009936625	Vibrio parahaemolyticus	933	0	4	
GCA_009938165	Vibrio taketomensis	2	0	3	rbmD
GCA_009938185	Vibrio taketomensis	3	0	0	rbmD
GCA_009938205	Vibrio panuliri	3	1	3	rbmD,rbmEF
GCA_009938225	Vibrio ponticus	3	2	3	
GCA_009991435	Vibrio parahaemolyticus	76	0	4	
GCA_009991445	Vibrio parahaemolyticus	214	0	4	
GCA_009991625	Vibrio parahaemolyticus	80	0	4	
GCA_009991645	Vibrio parahaemolyticus	57	0	4	
GCA_009991665	Vibrio parahaemolyticus	90	0	4	
GCA_009991675	Vibrio parahaemolyticus	73	0	4	
GCA_009991685	Vibrio parahaemolyticus	57	0	4	
GCA_009991725	Vibrio parahaemolyticus	109	0	4	
GCA_009991745	Vibrio parahaemolyticus	69	0	4	
GCA_009991755	Vibrio parahaemolyticus	70	0	4	
GCA_009991765	Vibrio parahaemolyticus	54	0	4	
GCA_009991805	Vibrio parahaemolyticus	60	0	4	
GCA_009991825	Vibrio parahaemolyticus	104	0	4	
GCA_009991845	Vibrio parahaemolyticus	73	0	4	
GCA_009991855	Vibrio parahaemolyticus	58	0	4	
GCA_009991885	Vibrio parahaemolyticus	44	0	4	
GCA_010092875	Vibrio campbellii	90	3	4	
GCA_010671575	Vibrio parahaemolyticus	1590	0	4	
GCA_010692765	Vibrio parahaemolyticus	180	0	4	
GCA_010692775	Vibrio parahaemolyticus	759	0	4	
GCA_010894395	Vibrio diabolicus	35	3	4	
